Mod:Item:MetaData, Localized Name
nuclearcraft:boots_hazmat, Hazmat Suit Boots
nuclearcraft:fluid_oxygen, Oxygen
nuclearcraft:fluid_hydrogen, Hydrogen
nuclearcraft:fluid_deuterium, Deuterium
nuclearcraft:fluid_tritium, Tritium
nuclearcraft:fluid_helium3, Helium-3
nuclearcraft:fluid_helium, Helium
nuclearcraft:fluid_boron, Molten Boron
nuclearcraft:fluid_boron10, Molten Boron-10
nuclearcraft:fluid_boron11, Molten Boron-11
nuclearcraft:fluid_lithium, Molten Lithium
nuclearcraft:fluid_lithium6, Molten Lithium-6
nuclearcraft:fluid_lithium7, Molten Lithium-7
nuclearcraft:fluid_ferroboron, Molten Ferroboron
nuclearcraft:fluid_tough, Molten Tough Alloy
nuclearcraft:fluid_hard_carbon, Molten Hard Carbon
nuclearcraft:fluid_beryllium, Molten Beryllium
nuclearcraft:fluid_manganese, Molten Manganese
nuclearcraft:fluid_manganese_dioxide, Molten Manganese Dioxide
nuclearcraft:fluid_sulfur, Molten Sulfur
nuclearcraft:fluid_arsenic, Molten Arsenic
nuclearcraft:fluid_liquidhelium, Liquid Helium
nuclearcraft:fluid_liquid_nitrogen, Liquid Nitrogen
nuclearcraft:fluid_plasma, Plasma
nuclearcraft:fluid_neutron, Neutron Fluid
nuclearcraft:fluid_ethanol, Ethanol
nuclearcraft:fluid_methanol, Methanol
nuclearcraft:fluid_radaway, RadAway Fluid
nuclearcraft:fluid_radaway_slow, Slow-Acting RadAway Fluid
nuclearcraft:fluid_nitrogen, Nitrogen
nuclearcraft:fluid_fluorine, Fluorine
nuclearcraft:fluid_carbon_dioxide, Carbon Dioxide
nuclearcraft:fluid_carbon_monoxide, Carbon Monoxide
nuclearcraft:fluid_ethene, Ethylene
nuclearcraft:fluid_fluoromethane, Fluoromethane
nuclearcraft:fluid_ammonia, Ammonia
nuclearcraft:fluid_oxygen_difluoride, Oxygen Difluoride
nuclearcraft:fluid_diborane, Diborane
nuclearcraft:fluid_sulfur_dioxide, Sulfur Dioxide
nuclearcraft:fluid_sulfur_trioxide, Sulfur Trioxide
nuclearcraft:fluid_hydrofluoric_acid, Hydrofluoric Acid
nuclearcraft:fluid_boric_acid, Boric Acid
nuclearcraft:fluid_sulfuric_acid, Sulfuric Acid
nuclearcraft:fluid_boron_nitride_solution, Boron Nitride Solution
nuclearcraft:fluid_fluorite_water, Fluorite Water
nuclearcraft:fluid_calcium_sulfate_solution, Calcium Sulfate Solution
nuclearcraft:fluid_sodium_fluoride_solution, Sodium Fluoride Solution
nuclearcraft:fluid_potassium_fluoride_solution, Potassium Fluoride Solution
nuclearcraft:fluid_sodium_hydroxide_solution, Sodium Hydroxide Solution
nuclearcraft:fluid_potassium_hydroxide_solution, Potassium Hydroxide Solution
nuclearcraft:fluid_borax_solution, Borax Solution
nuclearcraft:fluid_corium, Corium
nuclearcraft:fluid_chocolate_liquor, Chocolate Liquor
nuclearcraft:fluid_cocoa_butter, Cocoa Butter
nuclearcraft:fluid_unsweetened_chocolate, Molten Unsweetened Chocolate
nuclearcraft:fluid_dark_chocolate, Molten Dark Chocolate
nuclearcraft:fluid_milk_chocolate, Molten Milk Chocolate
nuclearcraft:fluid_sugar, Molten Sugar
nuclearcraft:fluid_gelatin, Molten Gelatin
nuclearcraft:fluid_hydrated_gelatin, Hydrated Gelatin
nuclearcraft:fluid_marshmallow, Liquid Marshmallow
nuclearcraft:fluid_milk, Milk
nuclearcraft:fluid_lif, Molten Lithium Fluoride
nuclearcraft:fluid_bef2, Molten Beryllium Fluoride
nuclearcraft:fluid_flibe, Molten FLiBe Salt Mixture
nuclearcraft:fluid_naoh, Molten Sodium Hydroxide
nuclearcraft:fluid_koh, Molten Potassium Hydroxide
nuclearcraft:fluid_high_pressure_steam, High Pressure Steam
nuclearcraft:fluid_exhaust_steam, Exhaust Steam
nuclearcraft:fluid_low_pressure_steam, Low Pressure Steam
nuclearcraft:fluid_low_quality_steam, Low Quality Steam
nuclearcraft:fluid_preheated_water, Preheated Water
nuclearcraft:fluid_condensate_water, Condensate Water
nuclearcraft:fluid_sodium, Molten Sodium
nuclearcraft:fluid_potassium, Molten Potassium
nuclearcraft:fluid_nak, Eutectic NaK Alloy
nuclearcraft:fluid_nak_hot, Hot Eutectic NaK Alloy
nuclearcraft:fluid_bas, Molten Boron Arsenide
nuclearcraft:fluid_sic_vapor, Silicon Carbide Vapor
nuclearcraft:fluid_alugentum, Molten Alugentum
nuclearcraft:fluid_alumina, Molten Alumina
nuclearcraft:fluid_aluminum, Molten Aluminum
nuclearcraft:fluid_silver, Molten Silver
projectred-core:resource_item:0, Circuit Plate
projectred-core:resource_item:1, Conductive Plate
projectred-core:resource_item:2, Wired Plate
projectred-core:resource_item:3, Bundled Plate
projectred-core:resource_item:4, Platformed Plate
projectred-core:resource_item:10, Anode
projectred-core:resource_item:11, Cathode
projectred-core:resource_item:12, Pointer
projectred-core:resource_item:20, Silicon Chip
projectred-core:resource_item:21, Energized Silicon Chip
projectred-core:resource_item:100, Copper Ingot
projectred-core:resource_item:101, Tin Ingot
projectred-core:resource_item:102, Silver Ingot
projectred-core:resource_item:103, Red Alloy Ingot
projectred-core:resource_item:104, Electrotine Alloy Ingot
projectred-core:resource_item:105, Electrotine
projectred-core:resource_item:200, Ruby
projectred-core:resource_item:201, Sapphire
projectred-core:resource_item:202, Peridot
projectred-core:resource_item:250, Sandy Coal Compound
projectred-core:resource_item:251, Red Iron Compound
projectred-core:resource_item:252, Electrotine Iron Compound
projectred-core:resource_item:300, Silicon Boule
projectred-core:resource_item:301, Silicon
projectred-core:resource_item:310, Red Silicon Compound
projectred-core:resource_item:311, Glowing Silicon Compound
projectred-core:resource_item:312, Electrotine Silicon Compound
projectred-core:resource_item:320, Infused Silicon
projectred-core:resource_item:341, Energized Silicon
projectred-core:resource_item:342, Electro Silicon
projectred-core:resource_item:400, Copper Coil
projectred-core:resource_item:401, Iron Coil
projectred-core:resource_item:402, Gold Coil
projectred-core:resource_item:410, Motor
projectred-core:resource_item:420, Woven Cloth
projectred-core:resource_item:421, Sail
projectred-core:resource_item:500, White Illumar
projectred-core:resource_item:501, Orange Illumar
projectred-core:resource_item:502, Magenta Illumar
projectred-core:resource_item:503, Light Blue Illumar
projectred-core:resource_item:504, Yellow Illumar
projectred-core:resource_item:505, Lime Illumar
projectred-core:resource_item:506, Pink Illumar
projectred-core:resource_item:507, Grey Illumar
projectred-core:resource_item:508, Light Grey Illumar
projectred-core:resource_item:509, Cyan Illumar
projectred-core:resource_item:510, Purple Illumar
projectred-core:resource_item:511, Blue Illumar
projectred-core:resource_item:512, Brown Illumar
projectred-core:resource_item:513, Green Illumar
projectred-core:resource_item:514, Red Illumar
projectred-core:resource_item:515, Black Illumar
projectred-core:resource_item:600, Null-Logic Routing Chip
projectred-core:drawplate, Draw Plate
projectred-core:screwdriver, Screwdriver
projectred-core:multimeter, Multimeter
plustic:alumitenugget, Alumite Nugget
plustic:alumiteingot, Alumite Ingot
plustic:alumiteblock, Alumite Block
plustic:plustic.molten_alumite, fluid.al.name
plustic:plustic.molten_refinedobsidian, fluid.refinedobs.name
plustic:plustic.molten_refinedglowstone, fluid.refinedglow.name
plustic:osgloglasnugget, Osgloglas Nugget
plustic:osgloglasingot, Osgloglas Ingot
plustic:osgloglasblock, Osgloglas Block
plustic:plustic.molten_osgloglas, Molten Osgloglas
plustic:osmiridiumnugget, Osmiridium Nugget
plustic:osmiridiumingot, Osmiridium Ingot
plustic:osmiridiumblock, Osmiridium Block
plustic:plustic.molten_osmiridium, Molten Osmiridium
plustic:plustic.molten_terrasteel, fluid.terra.name
plustic:plustic.molten_elementium, Molten Elementium
plustic:plustic.molten_manasteel, fluid.mana.name
plustic:plustic.molten_mirion, Molten Mirion
plustic:plustic.molten_psimetal, Molten Psimetal
plustic:plustic.molten_desh, Molten Desh
plustic:plustic.molten_thaumium, Molten Thaumium
plustic:plustic.molten_starmetal, Molten Starmetal
projectred-integration:gate:0, OR Gate
projectred-integration:gate:1, NOR Gate
projectred-integration:gate:2, NOT Gate
projectred-integration:gate:3, AND Gate
projectred-integration:gate:4, NAND Gate
projectred-integration:gate:5, XOR Gate
projectred-integration:gate:6, XNOR Gate
projectred-integration:gate:7, Buffer Gate
projectred-integration:gate:8, Multiplexer
projectred-integration:gate:9, Pulse Former
projectred-integration:gate:10, Repeater
projectred-integration:gate:11, Randomizer
projectred-integration:gate:12, RS Latch
projectred-integration:gate:13, Toggle Latch
projectred-integration:gate:14, Transparent Latch
projectred-integration:gate:15, Light Sensor
projectred-integration:gate:16, Rain Sensor
projectred-integration:gate:17, Timer
projectred-integration:gate:18, Sequencer
projectred-integration:gate:19, Counter
projectred-integration:gate:20, State Cell
projectred-integration:gate:21, Synchronizer
projectred-integration:gate:22, Bus Transceiver
projectred-integration:gate:23, Null Cell
projectred-integration:gate:24, Invert Cell
projectred-integration:gate:25, Buffer Cell
projectred-integration:gate:26, Comparator
projectred-integration:gate:27, AND Cell
projectred-integration:gate:28, Bus Randomizer
projectred-integration:gate:29, Bus Converter
projectred-integration:gate:30, Bus Input Panel
projectred-integration:gate:31, Data Cell
projectred-integration:gate:32, Segment Display Gate
projectred-integration:gate:33, Dec Randomizer
projectred-integration:gate:34, IC Gate
projectred-transmission:wire:0, Red Alloy Wire
projectred-transmission:wire:1, White Insulated Wire
projectred-transmission:wire:2, Orange Insulated Wire
projectred-transmission:wire:3, Magenta Insulated Wire
projectred-transmission:wire:4, Light Blue Insulated Wire
projectred-transmission:wire:5, Yellow Insulated Wire
projectred-transmission:wire:6, Lime Insulated Wire
projectred-transmission:wire:7, Pink Insulated Wire
projectred-transmission:wire:8, Grey Insulated Wire
projectred-transmission:wire:9, Light Grey Insulated Wire
projectred-transmission:wire:10, Cyan Insulated Wire
projectred-transmission:wire:11, Purple Insulated Wire
projectred-transmission:wire:12, Blue Insulated Wire
projectred-transmission:wire:13, Brown Insulated Wire
projectred-transmission:wire:14, Green Insulated Wire
projectred-transmission:wire:15, Red Insulated Wire
projectred-transmission:wire:16, Black Insulated Wire
projectred-transmission:wire:17, Bundled Cable
projectred-transmission:wire:18, White Bundled Cable
projectred-transmission:wire:19, Orange Bundled Cable
projectred-transmission:wire:20, Magenta Bundled Cable
projectred-transmission:wire:21, Light Blue Bundled Cable
projectred-transmission:wire:22, Yellow Bundled Cable
projectred-transmission:wire:23, Lime Bundled Cable
projectred-transmission:wire:24, Pink Bundled Cable
projectred-transmission:wire:25, Grey Bundled Cable
projectred-transmission:wire:26, Light Grey Bundled Cable
projectred-transmission:wire:27, Cyan Bundled Cable
projectred-transmission:wire:28, Purple Bundled Cable
projectred-transmission:wire:29, Blue Bundled Cable
projectred-transmission:wire:30, Brown Bundled Cable
projectred-transmission:wire:31, Green Bundled Cable
projectred-transmission:wire:32, Red Bundled Cable
projectred-transmission:wire:33, Black Bundled Cable
projectred-transmission:wire:34, Low Load Power Line
projectred-transmission:framed_wire:0, Framed Red Alloy Wire
projectred-transmission:framed_wire:1, Framed White Insulated Wire
projectred-transmission:framed_wire:2, Framed Orange Insulated Wire
projectred-transmission:framed_wire:3, Framed Magenta Insulated Wire
projectred-transmission:framed_wire:4, Framed Light Blue Insulated Wire
projectred-transmission:framed_wire:5, Framed Yellow Insulated Wire
projectred-transmission:framed_wire:6, Framed Lime Insulated Wire
projectred-transmission:framed_wire:7, Framed Pink Insulated Wire
projectred-transmission:framed_wire:8, Framed Grey Insulated Wire
projectred-transmission:framed_wire:9, Framed Light Grey Insulated Wire
projectred-transmission:framed_wire:10, Framed Cyan Insulated Wire
projectred-transmission:framed_wire:11, Framed Purple Insulated Wire
projectred-transmission:framed_wire:12, Framed Blue Insulated Wire
projectred-transmission:framed_wire:13, Framed Brown Insulated Wire
projectred-transmission:framed_wire:14, Framed Green Insulated Wire
projectred-transmission:framed_wire:15, Framed Red Insulated Wire
projectred-transmission:framed_wire:16, Framed Black Insulated Wire
projectred-transmission:framed_wire:17, Framed Bundled Cable
projectred-transmission:framed_wire:34, Framed Low Load Power Line
projectred-illumination:lamp:0, White Lamp
projectred-illumination:lamp:1, Orange Lamp
projectred-illumination:lamp:2, Magenta Lamp
projectred-illumination:lamp:3, Light Blue Lamp
projectred-illumination:lamp:4, Yellow Lamp
projectred-illumination:lamp:5, Lime Lamp
projectred-illumination:lamp:6, Pink Lamp
projectred-illumination:lamp:7, Grey Lamp
projectred-illumination:lamp:8, Light Grey Lamp
projectred-illumination:lamp:9, Cyan Lamp
projectred-illumination:lamp:10, Purple Lamp
projectred-illumination:lamp:11, Blue Lamp
projectred-illumination:lamp:12, Brown Lamp
projectred-illumination:lamp:13, Green Lamp
projectred-illumination:lamp:14, Red Lamp
projectred-illumination:lamp:15, Black Lamp
projectred-illumination:lamp:16, Inverted White Lamp
projectred-illumination:lamp:17, Inverted Orange Lamp
projectred-illumination:lamp:18, Inverted Magenta Lamp
projectred-illumination:lamp:19, Inverted Light Blue Lamp
projectred-illumination:lamp:20, Inverted Yellow Lamp
projectred-illumination:lamp:21, Inverted Lime Lamp
projectred-illumination:lamp:22, Inverted Pink Lamp
projectred-illumination:lamp:23, Inverted Grey Lamp
projectred-illumination:lamp:24, Inverted Light Grey Lamp
projectred-illumination:lamp:25, Inverted Cyan Lamp
projectred-illumination:lamp:26, Inverted Purple Lamp
projectred-illumination:lamp:27, Inverted Blue Lamp
projectred-illumination:lamp:28, Inverted Brown Lamp
projectred-illumination:lamp:29, Inverted Green Lamp
projectred-illumination:lamp:30, Inverted Red Lamp
projectred-illumination:lamp:31, Inverted Black Lamp
projectred-illumination:light_button:0, White Illumar Button
projectred-illumination:light_button:1, Orange Illumar Button
projectred-illumination:light_button:2, Magenta Illumar Button
projectred-illumination:light_button:3, Light Blue Illumar Button
projectred-illumination:light_button:4, Yellow Illumar Button
projectred-illumination:light_button:5, Lime Illumar Button
projectred-illumination:light_button:6, Pink Illumar Button
projectred-illumination:light_button:7, Grey Illumar Button
projectred-illumination:light_button:8, Light Grey Illumar Button
projectred-illumination:light_button:9, Cyan Illumar Button
projectred-illumination:light_button:10, Purple Illumar Button
projectred-illumination:light_button:11, Blue Illumar Button
projectred-illumination:light_button:12, Brown Illumar Button
projectred-illumination:light_button:13, Green Illumar Button
projectred-illumination:light_button:14, Red Illumar Button
projectred-illumination:light_button:15, Black Illumar Button
projectred-illumination:feedback_light_button:0, White Illumar Feedback Button
projectred-illumination:feedback_light_button:1, Orange Illumar Feedback Button
projectred-illumination:feedback_light_button:2, Magenta Illumar Feedback Button
projectred-illumination:feedback_light_button:3, Light Blue Illumar Feedback Button
projectred-illumination:feedback_light_button:4, Yellow Illumar Feedback Button
projectred-illumination:feedback_light_button:5, Lime Illumar Feedback Button
projectred-illumination:feedback_light_button:6, Pink Illumar Feedback Button
projectred-illumination:feedback_light_button:7, Grey Illumar Feedback Button
projectred-illumination:feedback_light_button:8, Light Grey Illumar Feedback Button
projectred-illumination:feedback_light_button:9, Cyan Illumar Feedback Button
projectred-illumination:feedback_light_button:10, Purple Illumar Feedback Button
projectred-illumination:feedback_light_button:11, Blue Illumar Feedback Button
projectred-illumination:feedback_light_button:12, Brown Illumar Feedback Button
projectred-illumination:feedback_light_button:13, Green Illumar Feedback Button
projectred-illumination:feedback_light_button:14, Red Illumar Feedback Button
projectred-illumination:feedback_light_button:15, Black Illumar Feedback Button
projectred-illumination:lantern:0, White Lantern
projectred-illumination:lantern:1, Orange Lantern
projectred-illumination:lantern:2, Magenta Lantern
projectred-illumination:lantern:3, Light Blue Lantern
projectred-illumination:lantern:4, Yellow Lantern
projectred-illumination:lantern:5, Lime Lantern
projectred-illumination:lantern:6, Pink Lantern
projectred-illumination:lantern:7, Grey Lantern
projectred-illumination:lantern:8, Light Grey Lantern
projectred-illumination:lantern:9, Cyan Lantern
projectred-illumination:lantern:10, Purple Lantern
projectred-illumination:lantern:11, Blue Lantern
projectred-illumination:lantern:12, Brown Lantern
projectred-illumination:lantern:13, Green Lantern
projectred-illumination:lantern:14, Red Lantern
projectred-illumination:lantern:15, Black Lantern
projectred-illumination:inverted_lantern:0, Inverted White Lantern
projectred-illumination:inverted_lantern:1, Inverted Orange Lantern
projectred-illumination:inverted_lantern:2, Inverted Magenta Lantern
projectred-illumination:inverted_lantern:3, Inverted Light Blue Lantern
projectred-illumination:inverted_lantern:4, Inverted Yellow Lantern
projectred-illumination:inverted_lantern:5, Inverted Lime Lantern
projectred-illumination:inverted_lantern:6, Inverted Pink Lantern
projectred-illumination:inverted_lantern:7, Inverted Grey Lantern
projectred-illumination:inverted_lantern:8, Inverted Light Grey Lantern
projectred-illumination:inverted_lantern:9, Inverted Cyan Lantern
projectred-illumination:inverted_lantern:10, Inverted Purple Lantern
projectred-illumination:inverted_lantern:11, Inverted Blue Lantern
projectred-illumination:inverted_lantern:12, Inverted Brown Lantern
projectred-illumination:inverted_lantern:13, Inverted Green Lantern
projectred-illumination:inverted_lantern:14, Inverted Red Lantern
projectred-illumination:inverted_lantern:15, Inverted Black Lantern
projectred-illumination:fixture_light:0, White Fixture
projectred-illumination:fixture_light:1, Orange Fixture
projectred-illumination:fixture_light:2, Magenta Fixture
projectred-illumination:fixture_light:3, Light Blue Fixture
projectred-illumination:fixture_light:4, Yellow Fixture
projectred-illumination:fixture_light:5, Lime Fixture
projectred-illumination:fixture_light:6, Pink Fixture
projectred-illumination:fixture_light:7, Grey Fixture
projectred-illumination:fixture_light:8, Light Grey Fixture
projectred-illumination:fixture_light:9, Cyan Fixture
projectred-illumination:fixture_light:10, Purple Fixture
projectred-illumination:fixture_light:11, Blue Fixture
projectred-illumination:fixture_light:12, Brown Fixture
projectred-illumination:fixture_light:13, Green Fixture
projectred-illumination:fixture_light:14, Red Fixture
projectred-illumination:fixture_light:15, Black Fixture
projectred-illumination:inverted_fixture_light:0, Inverted White Fixture
projectred-illumination:inverted_fixture_light:1, Inverted Orange Fixture
projectred-illumination:inverted_fixture_light:2, Inverted Magenta Fixture
projectred-illumination:inverted_fixture_light:3, Inverted Light Blue Fixture
projectred-illumination:inverted_fixture_light:4, Inverted Yellow Fixture
projectred-illumination:inverted_fixture_light:5, Inverted Lime Fixture
projectred-illumination:inverted_fixture_light:6, Inverted Pink Fixture
projectred-illumination:inverted_fixture_light:7, Inverted Grey Fixture
projectred-illumination:inverted_fixture_light:8, Inverted Light Grey Fixture
projectred-illumination:inverted_fixture_light:9, Inverted Cyan Fixture
projectred-illumination:inverted_fixture_light:10, Inverted Purple Fixture
projectred-illumination:inverted_fixture_light:11, Inverted Blue Fixture
projectred-illumination:inverted_fixture_light:12, Inverted Brown Fixture
projectred-illumination:inverted_fixture_light:13, Inverted Green Fixture
projectred-illumination:inverted_fixture_light:14, Inverted Red Fixture
projectred-illumination:inverted_fixture_light:15, Inverted Black Fixture
projectred-illumination:fallout_lamp:0, White Fallout Light
projectred-illumination:fallout_lamp:1, Orange Fallout Light
projectred-illumination:fallout_lamp:2, Magenta Fallout Light
projectred-illumination:fallout_lamp:3, Light Blue Fallout Light
projectred-illumination:fallout_lamp:4, Yellow Fallout Light
projectred-illumination:fallout_lamp:5, Lime Fallout Light
projectred-illumination:fallout_lamp:6, Pink Fallout Light
projectred-illumination:fallout_lamp:7, Grey Fallout Light
projectred-illumination:fallout_lamp:8, Light Grey Fallout Light
projectred-illumination:fallout_lamp:9, Cyan Fallout Light
projectred-illumination:fallout_lamp:10, Purple Fallout Light
projectred-illumination:fallout_lamp:11, Blue Fallout Light
projectred-illumination:fallout_lamp:12, Brown Fallout Light
projectred-illumination:fallout_lamp:13, Green Fallout Light
projectred-illumination:fallout_lamp:14, Red Fallout Light
projectred-illumination:fallout_lamp:15, Black Fallout Light
projectred-illumination:inverted_fallout_lamp:0, Inverted White Fallout Light
projectred-illumination:inverted_fallout_lamp:1, Inverted Orange Fallout Light
projectred-illumination:inverted_fallout_lamp:2, Inverted Magenta Fallout Light
projectred-illumination:inverted_fallout_lamp:3, Inverted Light Blue Fallout Light
projectred-illumination:inverted_fallout_lamp:4, Inverted Yellow Fallout Light
projectred-illumination:inverted_fallout_lamp:5, Inverted Lime Fallout Light
projectred-illumination:inverted_fallout_lamp:6, Inverted Pink Fallout Light
projectred-illumination:inverted_fallout_lamp:7, Inverted Grey Fallout Light
projectred-illumination:inverted_fallout_lamp:8, Inverted Light Grey Fallout Light
projectred-illumination:inverted_fallout_lamp:9, Inverted Cyan Fallout Light
projectred-illumination:inverted_fallout_lamp:10, Inverted Purple Fallout Light
projectred-illumination:inverted_fallout_lamp:11, Inverted Blue Fallout Light
projectred-illumination:inverted_fallout_lamp:12, Inverted Brown Fallout Light
projectred-illumination:inverted_fallout_lamp:13, Inverted Green Fallout Light
projectred-illumination:inverted_fallout_lamp:14, Inverted Red Fallout Light
projectred-illumination:inverted_fallout_lamp:15, Inverted Black Fallout Light
projectred-illumination:cage_lamp:0, White Cage Lamp
projectred-illumination:cage_lamp:1, Orange Cage Lamp
projectred-illumination:cage_lamp:2, Magenta Cage Lamp
projectred-illumination:cage_lamp:3, Light Blue Cage Lamp
projectred-illumination:cage_lamp:4, Yellow Cage Lamp
projectred-illumination:cage_lamp:5, Lime Cage Lamp
projectred-illumination:cage_lamp:6, Pink Cage Lamp
projectred-illumination:cage_lamp:7, Grey Cage Lamp
projectred-illumination:cage_lamp:8, Light Grey Cage Lamp
projectred-illumination:cage_lamp:9, Cyan Cage Lamp
projectred-illumination:cage_lamp:10, Purple Cage Lamp
projectred-illumination:cage_lamp:11, Blue Cage Lamp
projectred-illumination:cage_lamp:12, Brown Cage Lamp
projectred-illumination:cage_lamp:13, Green Cage Lamp
projectred-illumination:cage_lamp:14, Red Cage Lamp
projectred-illumination:cage_lamp:15, Black Cage Lamp
projectred-illumination:inverted_cage_lamp:0, Inverted White Cage Lamp
projectred-illumination:inverted_cage_lamp:1, Inverted Orange Cage Lamp
projectred-illumination:inverted_cage_lamp:2, Inverted Magenta Cage Lamp
projectred-illumination:inverted_cage_lamp:3, Inverted Light Blue Cage Lamp
projectred-illumination:inverted_cage_lamp:4, Inverted Yellow Cage Lamp
projectred-illumination:inverted_cage_lamp:5, Inverted Lime Cage Lamp
projectred-illumination:inverted_cage_lamp:6, Inverted Pink Cage Lamp
projectred-illumination:inverted_cage_lamp:7, Inverted Grey Cage Lamp
projectred-illumination:inverted_cage_lamp:8, Inverted Light Grey Cage Lamp
projectred-illumination:inverted_cage_lamp:9, Inverted Cyan Cage Lamp
projectred-illumination:inverted_cage_lamp:10, Inverted Purple Cage Lamp
projectred-illumination:inverted_cage_lamp:11, Inverted Blue Cage Lamp
projectred-illumination:inverted_cage_lamp:12, Inverted Brown Cage Lamp
projectred-illumination:inverted_cage_lamp:13, Inverted Green Cage Lamp
projectred-illumination:inverted_cage_lamp:14, Inverted Red Cage Lamp
projectred-illumination:inverted_cage_lamp:15, Inverted Black Cage Lamp
projectred-exploration:wool_gin, Wool Gin
projectred-exploration:backpack:0, White Backpack
projectred-exploration:backpack:1, Orange Backpack
projectred-exploration:backpack:2, Magenta Backpack
projectred-exploration:backpack:3, Light Blue Backpack
projectred-exploration:backpack:4, Yellow Backpack
projectred-exploration:backpack:5, Lime Backpack
projectred-exploration:backpack:6, Pink Backpack
projectred-exploration:backpack:7, Grey Backpack
projectred-exploration:backpack:8, Light Grey Backpack
projectred-exploration:backpack:9, Cyan Backpack
projectred-exploration:backpack:10, Purple Backpack
projectred-exploration:backpack:11, Blue Backpack
projectred-exploration:backpack:12, Brown Backpack
projectred-exploration:backpack:13, Green Backpack
projectred-exploration:backpack:14, Red Backpack
projectred-exploration:backpack:15, Black Backpack
projectred-exploration:athame, Athame
projectred-exploration:ore:0, Ruby Ore
projectred-exploration:ore:1, Sapphire Ore
projectred-exploration:ore:2, Peridot Ore
projectred-exploration:ore:3, Copper Ore
projectred-exploration:ore:4, Tin Ore
projectred-exploration:ore:5, Silver Ore
projectred-exploration:ore:6, Electrotine Ore
projectred-exploration:stone:0, Marble
projectred-exploration:stone:1, Marble Brick
projectred-exploration:stone:2, Basalt Cobblestone
projectred-exploration:stone:3, Basalt
projectred-exploration:stone:4, Basalt Brick
projectred-exploration:stone:5, Block of Ruby
projectred-exploration:stone:6, Block of Sapphire
projectred-exploration:stone:7, Block of Peridot
projectred-exploration:stone:8, Block of Copper
projectred-exploration:stone:9, Block of Tin
projectred-exploration:stone:10, Block of Silver
projectred-exploration:stone:11, Block of Electrotine
projectred-exploration:stone_wall:0, Marble Wall
projectred-exploration:stone_wall:1, Marble Brick Wall
projectred-exploration:stone_wall:2, Basalt Cobblestone Wall
projectred-exploration:stone_wall:3, Basalt Wall
projectred-exploration:stone_wall:4, Basalt Brick Wall
projectred-exploration:stone_wall:5, Ruby Wall
projectred-exploration:stone_wall:6, Sapphire Wall
projectred-exploration:stone_wall:7, Peridot Wall
projectred-exploration:stone_wall:8, Copper Wall
projectred-exploration:stone_wall:9, Tin Wall
projectred-exploration:stone_wall:10, Silver Wall
projectred-exploration:stone_wall:11, Electrotine Wall
projectred-exploration:barrel:0, Item Barrel
projectred-exploration:ruby_axe, Ruby Axe
projectred-exploration:sapphire_axe, Sapphire Axe
projectred-exploration:peridot_axe, Peridot Axe
projectred-exploration:ruby_hoe, Ruby Hoe
projectred-exploration:sapphire_hoe, Sapphire Hoe
projectred-exploration:peridot_hoe, Peridot Hoe
projectred-exploration:ruby_pickaxe, Ruby Pickaxe
projectred-exploration:sapphire_pickaxe, Sapphire Pickaxe
projectred-exploration:peridot_pickaxe, Peridot Pickaxe
projectred-exploration:ruby_shovel, Ruby Shovel
projectred-exploration:sapphire_shovel, Sapphire Shovel
projectred-exploration:peridot_shovel, Peridot Shovel
projectred-exploration:ruby_sword, Ruby Sword
projectred-exploration:sapphire_sword, Sapphire Sword
projectred-exploration:peridot_sword, Peridot Sword
projectred-exploration:golden_saw, Golden Saw
projectred-exploration:ruby_saw, Ruby Saw
projectred-exploration:sapphire_saw, Sapphire Saw
projectred-exploration:peridot_saw, Peridot Saw
projectred-exploration:wooden_sickle, Wooden Sickle
projectred-exploration:stone_sickle, Stone Sickle
projectred-exploration:iron_sickle, Iron Sickle
projectred-exploration:golden_sickle, Golden Sickle
projectred-exploration:ruby_sickle, Ruby Sickle
projectred-exploration:sapphire_sickle, Sapphire Sickle
projectred-exploration:peridot_sickle, Peridot Sickle
projectred-exploration:diamond_sickle, Diamond Sickle
projectred-exploration:ruby_helmet, Ruby Helmet
projectred-exploration:ruby_chestplate, Ruby Chestplate
projectred-exploration:ruby_leggings, Ruby Leggings
projectred-exploration:ruby_boots, Ruby Boots
projectred-exploration:sapphire_helmet, Sapphire Helmet
projectred-exploration:sapphire_chestplate, Sapphire Chestplate
projectred-exploration:sapphire_leggings, Sapphire Leggings
projectred-exploration:sapphire_boots, Sapphire Boots
projectred-exploration:peridot_helmet, Peridot Helmet
projectred-exploration:peridot_chestplate, Peridot Chestplate
projectred-exploration:peridot_leggings, Peridot Leggings
projectred-exploration:peridot_boots, Peridot Boots
sonarcore:reinforcedstoneblock, Reinforced Stone
sonarcore:reinforcedstonestairs, Reinforced Stone Stairs
sonarcore:reinforcedstonefence, Reinforced Stone Fence
sonarcore:reinforcedstonegate, Reinforced Stone Gate
sonarcore:reinforcedstonebrick, Reinforced Stone Brick
sonarcore:reinforcedstonebrickstairs, Reinforced Stone Brick Stairs
sonarcore:reinforcedstonebrickfence, Reinforced Stone Brick Fence
sonarcore:reinforcedstonebrickgate, Reinforced Stone Brick Gate
sonarcore:reinforceddirtblock, Reinforced Dirt
sonarcore:reinforceddirtstairs, Reinforced Dirt Stairs
sonarcore:reinforceddirtfence, Reinforced Dirt Fence
sonarcore:reinforceddirtgate, Reinforced Dirt Gate
